Hazard,T1_V1,T1_V2,T1_V3,T1_V4,T1_V5,T1_V6,T1_V7,T1_V8,T1_V9,T1_V10,T1_V11,T1_V12,T1_V13,T1_V14,T1_V15,T1_V16,T1_V17,T2_V1,T2_V2,T2_V3,T2_V4,T2_V5,T2_V6,T2_V7,T2_V8,T2_V9,T2_V10,T2_V11,T2_V12,T2_V13,T2_V14,T2_V15
13,10,14,3,N,K,Y,C,B,E,8,H,B,5,1,A,R,N,42,13,N,15,A,2,40,1,11,6,Y,N,E,2,10
4,9,6,4,N,C,N,B,B,B,3,B,B,15,3,A,I,N,79,11,Y,10,A,3,28,1,20,2,Y,N,C,3,5
10,19,2,2,N,B,Y,B,B,D,8,B,B,20,1,A,I,N,32,14,Y,3,A,4,28,1,9,7,Y,N,E,4,2
8,8,21,4,W,I,Y,D,B,E,2,J,B,20,1,A,N,N,54,15,Y,9,A,4,28,1,21,7,N,N,A,5,12
1,9,11,2,N,H,Y,B,B,D,8,B,A,15,1,A,B,N,98,14,N,16,A,1,22,1,19,4,Y,N,E,2,3
6,4,14,2,N,K,N,B,B,E,12,H,B,10,3,A,R,Y,57,8,N,6,C,2,25,1,1,6,N,Y,E,5,1
1,8,18,1,N,A,N,B,B,D,3,B,B,15,1,A,A,N,76,11,N,4,B,2,37,1,11,3,N,N,A,3,1
11,16,14,3,N,K,Y,B,D,E,8,H,B,10,1,A,J,N,32,8,N,11,A,2,28,1,5,1,N,N,A,2,8
1,15,11,1,N,K,Y,B,B,E,12,H,B,15,2,A,K,N,46,10,Y,11,A,3,34,1,16,5,Y,N,C,3,1
4,3,5,3,N,B,Y,B,B,D,8,L,D,15,1,A,B,Y,92,10,Y,10,A,2,40,1,10,3,Y,Y,D,4,4
11,14,20,4,B,H,Y,B,B,E,3,H,B,10,2,A,J,N,87,10,N,2,B,2,31,1,2,2,Y,N,E,2,1
1,7,6,4,B,I,N,B,B,E,12,H,B,15,2,A,K,N,51,8,N,11,A,2,25,1,15,6,Y,N,E,2,2
1,4,4,3,N,H,N,B,B,E,7,J,B,15,3,A,K,N,63,6,N,1,B,2,28,1,6,5,Y,N,E,2,1
1,13,15,4,N,A,Y,B,B,D,3,B,B,10,1,A,B,Y,85,13,N,15,A,1,37,1,17,6,Y,Y,C,1,1
4,8,9,6,N,H,N,B,B,D,2,B,B,5,2,A,C,Y,55,12,Y,6,A,2,22,1,17,7,Y,N,E,3,3
17,18,17,2,B,H,N,B,C,D,8,B,B,20,3,A,H,N,91,14,Y,18,A,1,25,1,10,6,N,N,A,1,10
1,5,8,6,B,A,Y,B,B,D,3,B,B,15,3,A,B,N,53,7,N,10,A,2,22,1,5,5,Y,N,E,2,1
12,6,14,1,B,K,Y,B,B,E,12,J,B,20,3,A,R,N,58,8,N,9,A,2,25,1,23,6,Y,N,E,5,2
1,15,21,6,N,H,Y,B,B,E,12,H,B,15,1,A,R,N,37,14,Y,2,B,2,40,1,15,6,N,N,A,3,1
10,12,18,4,S,H,Y,B,B,E,7,J,B,10,2,A,K,N,47,11,Y,17,B,1,28,1,5,6,N,N,A,1,1
1,7,17,2,H,A,Y,B,B,D,7,B,B,10,3,A,I,N,32,7,N,6,A,2,28,1,17,3,Y,N,E,2,1
1,17,1,1,B,I,Y,B,B,E,12,J,B,15,1,A,K,N,84,9,Y,21,A,2,22,1,10,3,Y,N,E,2,11
7,8,13,2,N,B,Y,B,C,D,2,B,B,15,1,A,G,N,89,8,N,13,C,2,31,1,17,4,Y,N,E,3,6
1,15,21,2,N,H,Y,B,B,E,2,H,B,15,1,A,K,N,88,14,Y,6,B,1,22,1,11,6,Y,N,D,1,1
1,1,18,4,C,H,Y,D,D,E,3,H,B,10,1,S,N,N,32,11,N,4,B,3,40,1,21,7,N,N,E,4,2
6,4,14,5,N,A,Y,B,B,D,8,B,B,10,1,A,B,N,50,8,Y,12,A,1,40,1,4,7,N,N,A,1,3
1,1,18,1,C,A,Y,B,B,D,12,B,C,10,2,A,A,N,91,12,Y,9,B,2,37,1,4,6,N,N,E,5,1
4,19,8,4,B,I,N,B,B,E,8,J,B,10,1,A,K,N,85,22,N,12,A,2,31,1,12,2,Y,N,E,2,5
4,5,5,4,C,K,N,B,B,E,8,J,B,15,1,N,J,Y,93,11,Y,15,A,2,28,1,17,3,Y,Y,E,2,2
4,15,16,2,N,C,N,B,B,D,3,L,B,20,2,A,I,N,36,9,Y,13,A,2,34,1,12,6,Y,N,C,2,5
1,12,19,6,N,K,Y,B,C,E,12,M,B,20,1,A,K,N,36,10,N,4,C,2,31,1,20,3,Y,N,C,3,1
5,17,17,4,B,B,N,B,B,D,8,B,B,20,1,A,I,N,52,8,Y,8,A,4,25,1,4,7,N,N,A,6,4
2,15,16,3,N,C,Y,B,B,D,3,B,D,10,1,A,B,N,67,15,Y,16,A,2,31,1,3,4,Y,N,C,2,11
20,18,12,2,N,K,N,B,C,E,7,H,B,5,1,A,R,N,65,10,N,7,C,2,34,1,16,1,Y,N,E,2,1
7,11,19,1,N,K,N,B,B,E,7,H,B,10,1,A,K,Y,79,20,Y,14,C,2,31,1,8,4,Y,Y,E,4,1
5,16,15,3,N,B,N,B,B,D,8,B,B,20,1,A,A,N,27,9,N,13,A,2,40,1,17,3,N,N,A,2,11
4,11,15,1,W,A,Y,B,A,D,12,L,B,10,1,A,B,Y,86,9,N,13,A,2,34,2,18,6,Y,Y,E,2,11
2,15,17,5,N,H,N,B,B,F,12,I,B,20,1,A,K,Y,73,10,N,12,B,1,40,1,5,3,N,Y,A,1,1
8,9,7,5,N,H,Y,B,B,D,7,B,B,5,3,A,C,N,97,11,N,16,B,2,37,1,17,7,N,N,A,2,1
1,19,5,4,N,K,N,B,B,E,3,H,B,20,1,C,J,N,31,11,N,12,A,2,40,1,13,5,N,N,A,2,10
13,14,20,5,B,I,N,B,B,E,7,J,B,20,1,A,M,Y,91,18,N,11,A,2,37,1,3,6,Y,Y,E,2,2
6,19,8,3,N,K,N,B,B,E,3,H,B,5,1,A,K,N,41,12,N,10,A,4,40,1,1,6,N,N,B,4,3
1,11,17,3,N,H,N,B,B,D,8,L,B,15,1,A,I,N,41,13,N,5,B,3,31,2,17,3,N,N,A,3,1
7,2,6,4,C,K,N,B,B,E,8,H,B,20,4,N,R,N,45,11,N,5,A,2,37,1,22,3,Y,N,E,5,1
8,11,9,6,N,H,Y,B,B,E,3,J,B,10,1,A,K,Y,61,21,N,13,D,4,40,2,1,4,Y,Y,E,4,2
6,8,7,1,N,K,Y,B,B,E,7,J,B,10,1,A,K,Y,58,10,Y,10,C,2,28,1,2,7,Y,Y,E,2,1
1,19,19,1,E,H,Y,B,B,B,3,L,B,10,3,A,E,N,26,22,Y,13,A,1,37,1,16,3,N,N,A,1,7
1,6,7,2,B,A,Y,B,B,B,2,B,B,20,3,A,B,N,48,12,N,5,A,2,34,1,8,7,Y,N,E,2,3
10,8,13,1,N,K,Y,B,B,E,8,J,B,20,1,C,R,N,85,10,N,16,A,2,37,1,7,3,Y,N,E,2,2
2,7,18,3,N,B,N,B,B,D,7,B,B,10,1,A,I,N,54,9,N,9,A,1,37,1,5,6,N,N,A,2,2
4,8,4,3,N,K,Y,B,B,E,3,J,B,20,1,A,N,N,94,15,N,6,A,2,37,1,24,6,Y,N,E,2,3
1,16,1,1,N,A,N,B,B,D,12,A,D,15,1,A,B,N,18,8,N,6,B,4,34,1,12,5,N,N,A,6,1
4,9,21,2,N,K,N,D,B,E,8,H,B,10,1,A,R,N,90,12,N,17,A,3,31,1,13,4,Y,N,C,3,12
5,5,15,1,B,A,Y,B,B,D,2,B,B,10,1,A,B,Y,76,8,N,17,A,2,31,1,9,3,Y,Y,E,2,5
7,19,17,4,N,K,N,B,B,E,8,H,B,20,2,A,K,N,31,11,N,18,A,4,34,1,9,3,N,N,E,4,12
1,11,1,1,N,C,N,B,B,D,12,B,B,20,1,A,I,N,30,11,N,7,B,2,28,1,17,6,Y,N,E,4,1
4,1,9,6,C,B,N,B,B,D,3,A,B,15,1,N,B,N,20,19,Y,12,A,2,37,1,21,3,N,N,C,6,12
4,8,17,2,N,C,N,B,B,D,7,B,C,20,1,A,A,N,89,16,N,5,B,1,25,1,3,3,Y,N,E,1,1
4,1,4,2,N,K,N,B,B,E,8,H,B,20,1,A,N,N,38,15,Y,6,A,2,37,1,21,7,Y,N,D,4,1
2,6,15,3,B,K,N,B,B,E,3,H,B,10,1,A,K,Y,62,10,N,10,C,1,40,1,1,6,Y,Y,E,2,1
13,16,18,1,B,K,Y,C,B,E,12,H,B,20,1,A,R,Y,71,12,N,11,C,2,31,1,4,3,Y,Y,E,2,1
4,4,17,4,S,A,N,B,B,D,12,B,B,5,1,A,B,N,47,9,N,7,B,2,22,1,22,3,Y,N,E,4,1
14,3,14,4,G,H,Y,D,D,B,8,L,B,10,1,S,B,N,44,15,Y,12,A,2,28,1,16,4,N,N,A,3,4
6,11,21,3,E,H,N,B,B,D,12,L,B,10,3,A,D,N,44,35,N,10,A,4,25,1,13,3,N,N,C,6,12
4,12,23,5,B,C,N,B,B,D,2,L,B,10,1,A,D,Y,77,16,N,19,C,2,40,1,16,6,Y,Y,E,2,1
6,7,18,5,B,A,N,B,B,D,2,B,B,15,3,A,I,Y,87,7,N,7,A,2,34,1,17,4,Y,Y,E,3,3
4,9,22,3,N,H,Y,B,B,E,3,H,B,15,1,A,K,N,29,17,N,14,D,4,37,1,17,1,Y,N,E,4,10
10,9,7,1,N,K,Y,B,B,E,3,H,B,20,1,A,J,Y,58,15,Y,13,A,2,34,1,18,3,Y,Y,E,2,1
1,6,17,3,B,B,N,B,B,D,12,A,B,15,2,A,I,N,55,8,Y,20,A,3,40,1,13,1,Y,N,C,3,10
7,7,14,8,B,A,Y,B,B,D,3,B,B,5,2,N,B,N,64,9,Y,4,B,1,22,1,12,5,N,N,C,2,1
5,6,18,2,B,I,Y,B,B,E,7,H,B,10,1,A,R,Y,67,8,N,6,A,2,37,1,23,6,Y,Y,E,2,1
2,16,4,3,N,B,Y,B,B,D,8,B,B,15,2,A,B,N,47,10,Y,11,A,3,40,1,24,4,N,N,A,3,2
2,15,5,3,E,C,N,B,B,D,3,B,B,15,2,H,E,N,55,18,N,14,A,2,37,1,3,6,Y,N,C,4,4
4,5,9,6,C,A,Y,B,B,D,8,B,B,20,1,N,B,Y,54,11,N,14,C,2,28,1,20,6,Y,Y,D,2,4
2,5,5,3,C,A,N,B,B,D,12,A,A,15,3,N,B,N,54,8,Y,11,C,2,34,1,11,6,Y,N,E,2,1
1,2,20,1,C,A,Y,B,B,D,3,F,B,10,1,A,B,N,55,19,Y,10,D,1,40,1,24,5,Y,N,E,2,1
1,7,9,3,B,K,N,B,B,E,3,J,B,10,1,A,R,N,94,9,Y,16,A,2,40,1,6,6,Y,N,E,2,7
3,5,19,2,N,K,Y,B,B,E,3,H,B,5,2,A,K,N,88,9,Y,15,A,1,40,1,17,7,Y,N,E,1,3
3,9,9,6,N,H,N,B,B,B,7,B,D,10,3,A,B,N,73,12,N,14,A,2,40,1,9,7,Y,N,A,3,7
1,11,2,2,N,K,Y,B,B,E,12,H,B,10,1,A,R,N,49,11,N,3,A,2,22,1,16,7,N,N,A,2,2
1,2,3,2,C,K,N,B,B,F,12,H,B,20,1,N,K,Y,93,10,N,16,A,1,40,1,6,6,Y,Y,E,1,3
1,9,18,4,N,H,Y,B,B,E,12,J,B,5,1,A,R,N,41,9,N,15,B,2,34,1,4,6,Y,N,C,2,1
7,12,16,5,B,K,Y,D,B,E,12,J,B,5,1,A,J,N,53,17,N,13,C,2,34,1,18,2,Y,N,E,2,1
1,5,17,1,B,I,Y,B,B,E,3,I,B,20,3,A,N,N,58,9,Y,17,A,1,28,1,17,5,Y,N,E,1,12
1,3,12,4,E,H,N,B,B,B,12,B,B,15,1,N,C,N,52,23,N,14,A,1,28,1,19,5,Y,N,D,1,3
4,19,11,2,N,B,N,B,B,D,8,B,B,5,1,A,D,N,28,8,N,6,A,2,34,1,14,5,N,N,A,4,1
1,9,18,4,B,H,N,B,B,D,7,B,B,10,1,A,B,N,37,15,Y,8,B,2,40,1,19,4,Y,N,C,3,1
1,3,4,3,N,B,N,B,B,D,2,B,A,15,1,A,B,N,45,11,Y,4,A,2,31,1,20,6,Y,N,D,2,3
2,13,19,4,B,C,Y,D,B,D,12,B,B,10,1,A,A,N,47,13,N,5,B,2,31,1,3,4,N,N,A,2,1
1,18,7,5,N,H,N,B,B,E,3,J,B,15,1,A,K,N,31,10,N,1,B,2,25,1,1,3,Y,N,E,3,1
1,9,17,2,N,K,Y,B,B,E,7,J,B,10,1,A,L,N,26,14,Y,10,A,2,40,1,1,7,N,N,A,5,2
5,9,19,6,W,I,Y,B,B,E,12,I,B,15,1,A,R,N,67,12,Y,19,A,1,37,1,24,6,Y,N,C,1,12
4,19,13,2,N,A,Y,B,B,D,12,B,B,10,1,A,B,N,60,10,N,5,A,2,34,1,21,3,N,N,A,4,3
7,9,6,2,N,C,Y,B,B,D,8,B,B,15,1,A,C,N,73,10,N,14,C,2,25,1,17,6,Y,N,E,2,1
4,5,5,2,C,A,Y,B,B,D,3,B,B,20,2,A,H,N,28,9,N,15,A,4,31,1,13,1,Y,N,E,4,1
4,13,21,3,C,H,N,B,B,E,7,H,B,10,3,D,K,N,14,13,N,5,B,2,40,1,1,4,Y,N,D,2,1
2,12,19,4,N,C,Y,B,B,D,8,B,B,15,1,A,B,Y,75,13,N,17,A,1,40,1,9,4,Y,Y,E,2,2
4,15,7,5,N,H,Y,B,B,F,8,H,B,10,3,A,K,N,18,11,N,9,B,2,37,1,9,7,N,N,A,2,1
1,10,12,3,N,H,N,B,B,E,3,H,B,10,3,A,R,N,25,14,Y,7,B,2,31,1,7,7,Y,N,E,3,1
2,11,20,3,W,C,N,C,B,D,12,L,B,15,1,A,I,N,59,19,Y,22,A,1,40,1,21,6,N,N,A,1,12
4,12,21,2,B,K,Y,B,B,E,2,H,B,10,3,D,R,N,51,23,N,10,C,2,22,1,20,6,Y,N,C,2,1
2,16,12,1,N,K,Y,B,B,E,8,H,B,15,3,A,N,Y,100,10,N,16,A,2,31,1,2,7,Y,Y,E,2,6
6,7,16,2,N,B,N,B,B,D,3,B,B,20,1,C,B,N,71,9,N,13,A,2,31,1,14,7,Y,N,C,2,7
3,12,17,7,N,H,N,B,B,E,7,H,B,10,1,A,M,Y,46,13,Y,10,B,5,31,3,1,1,Y,Y,E,7,1
1,8,7,5,W,H,N,B,B,B,12,B,B,10,1,A,C,N,66,13,N,10,A,4,22,1,23,6,Y,N,E,5,5
3,19,19,4,E,H,N,B,B,D,8,B,B,20,2,A,D,N,43,18,N,8,B,3,40,1,9,7,N,N,C,3,1
3,15,19,1,H,H,N,B,B,E,12,H,B,10,1,A,R,N,32,12,N,5,E,1,22,1,1,2,N,N,A,1,1
1,15,18,2,N,K,Y,B,B,E,3,H,B,20,2,A,R,N,25,13,N,9,A,1,40,1,16,5,N,N,A,3,1
1,1,17,1,C,A,Y,B,B,D,8,L,B,5,2,A,A,N,34,15,N,20,A,2,28,1,21,7,N,N,E,2,5
1,2,16,4,C,K,N,B,B,E,8,J,B,15,1,A,K,N,48,16,Y,22,A,2,40,1,23,7,Y,N,E,2,1
4,1,19,2,C,A,N,B,B,B,3,F,B,15,1,A,I,N,23,33,Y,10,A,2,31,1,21,3,N,N,E,2,1
1,14,18,1,N,A,Y,B,B,D,7,B,B,15,1,A,I,N,83,29,N,16,A,3,40,1,12,7,Y,N,E,3,11
1,15,7,2,B,K,Y,B,B,E,2,H,B,15,2,H,R,Y,15,12,N,10,C,4,28,2,19,7,Y,Y,E,4,1
3,2,21,2,N,H,Y,B,B,E,8,J,B,20,3,N,K,N,47,18,N,13,D,1,34,1,22,1,Y,N,E,4,2
10,2,12,1,C,H,N,B,B,E,3,H,B,15,1,A,P,N,53,13,N,10,D,2,40,1,24,3,Y,N,E,2,1
1,15,6,2,B,H,Y,B,B,D,12,B,B,20,1,A,B,N,75,20,Y,20,A,1,28,1,22,4,N,N,A,1,9
1,13,4,3,N,C,Y,B,B,D,3,A,B,15,1,A,A,N,59,23,Y,13,A,2,31,1,14,2,Y,N,E,2,3
8,6,18,3,N,K,N,B,B,F,12,H,B,15,1,A,R,Y,98,8,Y,19,A,3,25,1,18,5,Y,Y,C,5,3
4,3,17,4,N,B,N,B,B,D,8,L,B,20,1,A,E,Y,82,11,N,4,B,2,40,1,4,3,Y,Y,E,2,1
10,6,23,7,E,H,N,B,B,D,12,B,A,20,3,A,I,N,81,15,N,6,A,2,40,1,12,1,N,N,A,4,3
1,3,18,6,B,H,Y,B,B,D,8,B,B,15,1,A,I,N,67,19,N,12,A,2,28,1,17,1,Y,N,E,2,1
1,5,1,1,C,A,N,B,B,D,8,B,B,15,1,N,I,N,32,9,Y,3,B,2,28,1,10,5,Y,N,E,2,1
4,5,18,1,S,A,N,B,B,D,8,B,B,15,3,A,G,N,36,7,N,14,A,2,34,1,13,6,Y,N,E,2,2
2,11,22,1,N,C,N,B,B,D,12,L,B,15,1,A,I,N,76,30,N,13,A,4,25,1,20,7,Y,N,E,4,4
7,2,2,2,C,A,N,B,B,B,2,B,B,10,1,H,I,Y,85,13,Y,16,A,2,37,1,18,6,Y,Y,E,3,9
5,7,18,4,B,A,Y,B,B,D,3,B,B,15,1,A,I,N,75,7,N,17,A,3,25,1,15,6,N,N,A,3,4
3,4,14,3,N,A,Y,B,B,D,7,B,B,20,1,A,I,Y,82,7,N,10,C,2,22,1,18,3,Y,Y,E,3,1
5,9,16,3,N,C,Y,B,B,D,12,L,B,10,2,A,E,N,91,12,N,13,A,3,28,1,13,6,Y,N,D,4,6
11,5,15,1,B,K,N,B,B,E,12,J,B,5,3,A,J,Y,62,8,N,9,A,2,31,1,18,5,Y,Y,E,2,1
1,17,13,1,N,H,N,B,B,E,7,H,B,15,1,C,K,N,48,7,Y,15,B,2,40,1,14,7,Y,N,C,2,1
1,18,18,3,B,B,N,B,B,D,12,E,B,15,3,A,D,N,18,8,Y,9,A,3,40,1,10,7,N,N,A,3,8
1,6,6,4,B,I,N,B,B,E,12,H,B,20,1,A,J,Y,85,10,N,13,A,2,22,1,1,3,Y,Y,E,2,5
12,12,18,5,B,I,Y,D,B,E,12,H,B,10,1,A,L,N,16,12,N,7,A,2,40,1,21,4,Y,N,C,3,5
4,9,4,3,B,K,N,B,B,E,2,H,B,20,1,A,R,N,44,13,N,9,A,2,25,1,12,5,Y,N,D,4,3
5,11,21,3,N,K,N,B,A,F,8,J,B,15,1,A,R,N,67,27,Y,13,A,3,25,1,4,2,Y,N,E,3,5
1,16,17,4,N,B,N,B,B,D,12,L,B,20,1,A,I,N,58,7,N,5,A,2,40,1,12,1,N,N,A,4,3
5,19,17,1,N,K,Y,D,B,E,8,H,B,20,1,A,R,N,26,4,N,8,A,2,37,1,20,1,N,N,E,4,3
1,3,18,2,B,H,N,B,B,D,3,L,B,15,2,A,I,N,45,12,N,5,B,2,28,1,17,6,Y,N,D,6,1
5,6,16,5,B,A,N,B,B,D,12,B,B,20,3,A,B,Y,8,9,N,17,A,2,34,1,25,6,Y,Y,E,2,10
7,16,17,3,B,H,N,B,B,D,12,L,B,10,1,A,A,N,54,13,Y,5,A,1,40,1,24,3,Y,N,E,2,3
15,9,22,2,W,C,N,B,B,D,3,L,B,15,3,A,D,N,19,13,N,7,A,2,31,1,14,3,Y,N,C,4,3
6,7,8,3,B,A,Y,B,B,D,8,A,B,10,1,A,I,N,79,8,N,7,A,2,37,1,20,7,Y,N,E,4,3
4,16,1,1,N,H,N,B,B,E,12,H,B,15,2,A,R,N,56,8,Y,5,B,2,31,1,15,3,N,N,A,2,1
4,5,15,4,N,A,N,B,B,D,12,B,B,15,2,A,B,N,70,8,N,4,A,2,31,1,5,2,Y,N,C,4,3
14,16,8,5,N,K,N,B,B,E,12,H,B,15,1,A,K,N,38,8,N,8,A,2,34,1,17,5,Y,N,E,2,2
2,4,2,1,N,K,N,B,B,E,7,J,B,20,1,A,R,N,91,8,Y,18,A,1,40,1,2,3,Y,N,C,1,1
14,1,18,3,C,K,N,B,B,E,8,J,B,15,1,A,J,N,29,15,N,6,A,1,34,1,21,7,N,N,E,2,2
1,2,15,2,B,J,Y,B,B,E,2,H,B,20,1,A,K,Y,88,8,N,11,A,1,31,1,16,4,N,Y,A,1,5
4,2,6,1,S,A,N,B,B,D,8,B,C,15,1,D,A,N,62,10,N,12,A,2,31,1,10,4,Y,N,E,2,1
1,14,6,4,W,I,N,D,B,E,7,H,A,5,1,A,K,N,100,23,N,14,A,3,31,1,2,7,Y,N,D,3,4
5,19,19,2,W,H,N,B,B,E,7,I,B,10,1,A,K,N,48,15,N,21,E,2,28,1,1,7,Y,N,C,2,12
6,10,23,3,N,C,N,B,A,D,8,L,B,20,1,A,I,Y,41,12,N,12,A,7,40,2,23,2,Y,Y,E,7,4
1,7,19,1,B,A,N,B,B,B,12,B,B,10,2,A,E,N,54,9,N,3,A,2,28,1,16,7,N,N,B,2,1
1,15,7,5,N,K,N,B,B,E,12,H,B,10,2,A,K,N,65,17,N,3,A,2,40,1,9,4,Y,N,E,3,1
10,7,3,2,N,K,Y,B,B,E,7,J,B,10,1,A,K,N,39,8,Y,5,A,2,31,1,5,4,Y,N,E,2,6
1,5,19,2,W,A,N,B,B,D,12,B,B,10,3,A,B,N,86,9,N,6,A,2,40,1,7,5,Y,N,E,2,1
1,6,1,1,B,A,N,B,B,D,7,B,B,10,3,A,B,N,14,9,N,5,A,1,40,1,22,6,Y,N,E,1,1
1,3,15,1,G,C,N,B,C,D,8,L,A,15,1,F,I,N,92,12,N,16,A,2,34,1,22,7,Y,N,E,2,11
2,3,1,1,N,C,Y,B,B,D,8,B,C,5,1,A,C,N,40,12,Y,7,A,2,37,1,21,7,N,N,A,5,1
1,9,23,2,N,C,N,B,B,D,12,L,B,10,3,A,E,N,60,15,N,5,A,2,40,1,12,6,N,N,A,5,5
2,3,18,2,N,A,Y,B,B,D,8,L,B,15,3,A,A,Y,98,12,N,15,B,2,40,1,9,4,N,Y,A,2,1
1,17,4,3,B,I,Y,D,B,E,8,H,B,20,3,A,M,N,60,8,N,6,A,2,34,1,19,3,Y,N,E,4,2
7,3,8,5,N,K,N,B,B,E,7,H,B,15,1,A,R,Y,58,9,N,7,A,2,37,1,3,3,Y,Y,E,2,4
4,12,19,5,B,B,N,D,B,D,3,B,B,20,1,A,I,N,66,10,Y,3,C,2,40,1,17,7,Y,N,E,2,1
4,19,18,4,B,H,N,B,B,D,12,B,B,20,1,A,D,N,81,19,Y,15,A,3,37,1,3,1,Y,N,E,3,9
1,19,18,2,B,A,N,A,B,D,3,B,B,20,1,A,I,N,44,12,Y,6,B,3,37,1,10,7,N,N,E,6,1
1,6,2,2,B,A,Y,B,B,D,3,B,B,20,3,A,B,N,64,9,Y,12,B,2,37,1,16,5,Y,N,E,3,1
1,8,13,1,N,B,N,A,B,D,7,B,B,5,1,A,B,N,71,9,N,5,C,2,31,1,1,6,Y,N,E,4,1
1,3,15,1,N,H,Y,A,B,D,8,B,B,15,1,A,I,N,41,11,N,11,A,4,37,1,18,3,N,N,A,6,1
1,14,11,8,N,H,N,B,B,D,12,L,B,15,1,A,I,N,68,9,N,13,A,1,40,1,19,3,N,N,A,2,5
1,6,3,2,B,I,Y,B,B,E,12,J,B,10,1,A,K,N,55,8,Y,4,A,2,25,1,2,5,Y,N,E,2,1
14,11,18,4,N,C,N,B,B,D,7,B,D,15,3,A,I,N,56,13,N,10,C,2,22,1,1,6,Y,N,E,3,1
12,6,19,5,N,K,N,B,B,E,12,H,B,15,1,A,K,N,48,7,Y,11,A,2,31,1,3,5,Y,N,C,2,5
1,3,14,2,N,H,N,B,B,E,8,H,B,10,1,A,R,Y,10,13,Y,9,B,4,28,2,1,1,N,Y,E,4,2
4,8,7,5,N,K,Y,B,B,E,7,H,B,20,1,A,K,N,60,19,N,7,A,2,37,1,17,6,Y,N,E,4,3
7,1,19,3,N,A,Y,B,B,D,8,L,A,20,1,A,G,N,31,20,Y,11,B,2,40,1,21,1,N,N,E,2,1
11,13,19,2,C,K,Y,B,B,E,12,J,C,10,1,D,R,N,21,17,N,16,A,1,40,1,13,7,Y,N,E,1,9
4,12,6,3,N,C,N,B,B,D,8,B,B,10,1,A,D,N,55,10,N,4,A,2,31,1,16,7,Y,N,C,2,2
1,17,12,1,N,B,Y,B,B,D,8,B,B,20,3,A,B,Y,38,7,N,9,C,2,31,1,2,6,Y,Y,E,3,3
1,14,24,1,E,K,Y,B,B,E,2,H,B,20,1,H,K,N,81,15,N,15,A,1,31,1,2,2,Y,N,D,1,12
1,19,6,4,B,K,Y,B,B,E,2,H,D,10,1,A,K,N,29,25,N,6,A,1,31,1,16,4,N,N,A,3,1
1,6,6,4,B,A,N,B,B,D,3,B,B,15,2,A,B,N,58,9,Y,5,A,2,22,1,24,2,Y,N,E,2,1
1,5,9,2,C,K,N,B,B,E,12,H,B,20,3,A,K,N,39,6,N,9,A,2,37,1,15,7,Y,N,E,2,1
2,7,1,1,B,H,Y,B,B,F,3,J,B,20,3,A,K,N,18,8,N,4,B,1,31,1,5,7,Y,N,E,3,1
1,4,4,3,N,H,N,B,B,E,7,M,B,15,1,A,R,N,90,8,N,6,B,1,37,1,4,7,Y,N,E,1,1
1,3,19,7,B,I,N,B,B,E,3,J,D,20,1,A,K,N,95,15,N,16,A,2,40,1,20,5,N,N,E,3,7
1,11,7,5,B,I,N,B,B,E,3,H,B,15,3,A,R,N,77,19,Y,22,A,2,40,1,18,6,Y,N,E,2,12
4,16,7,1,B,I,N,B,B,E,3,I,B,10,1,A,K,N,49,11,N,15,A,2,28,1,19,7,Y,N,E,2,2
9,6,14,2,B,A,Y,B,B,D,3,B,B,15,2,A,B,N,69,9,Y,9,A,2,40,1,1,4,Y,N,E,2,7
7,16,14,2,N,K,Y,B,D,E,8,I,B,10,3,A,L,N,53,9,N,14,A,1,34,1,17,6,Y,N,E,1,7
14,11,10,7,N,K,N,B,B,E,12,H,B,5,1,A,R,Y,69,12,N,7,C,1,28,1,4,3,N,Y,E,1,1
8,9,4,1,N,C,N,B,B,D,12,B,B,20,1,A,I,N,18,15,Y,7,A,2,31,1,16,4,N,N,D,5,5
2,13,20,2,N,C,N,B,B,D,7,E,B,15,1,A,I,N,72,17,N,5,B,1,25,1,5,1,Y,N,D,5,1
1,6,9,1,B,A,N,B,B,D,8,B,B,10,3,A,C,N,50,6,N,13,C,2,40,1,24,1,Y,N,E,2,1
12,10,21,2,N,H,Y,B,B,F,8,H,B,20,1,A,R,N,41,15,N,6,B,2,31,1,7,7,N,N,E,2,1
8,12,6,4,N,H,Y,B,B,E,3,J,B,10,1,A,K,N,78,18,N,4,B,2,37,1,1,4,Y,N,E,2,1
11,4,21,4,B,K,Y,B,B,E,7,H,B,20,1,A,K,N,69,13,N,17,A,1,40,1,4,6,N,N,A,3,7
4,9,20,1,N,K,Y,B,B,E,3,J,B,15,1,A,R,N,60,10,N,4,A,2,37,1,21,4,Y,N,B,2,2
9,16,22,8,N,B,Y,B,B,D,12,B,C,15,1,A,I,Y,85,23,Y,15,A,2,34,1,19,4,Y,Y,E,2,1
1,11,21,4,N,K,Y,B,D,E,7,H,D,15,1,A,J,Y,51,18,N,14,A,2,25,1,18,2,N,Y,C,2,3
2,9,2,2,B,K,N,B,D,F,3,H,B,10,2,A,R,N,85,17,N,13,A,3,40,1,16,7,Y,N,C,3,2
2,2,19,4,C,A,N,B,B,D,12,B,A,15,2,A,A,N,54,12,N,10,B,2,37,1,24,6,Y,N,E,2,4
1,4,6,4,B,C,Y,B,B,B,7,B,B,20,4,A,C,N,46,14,Y,3,B,2,34,1,6,5,N,N,A,2,1
